essay_id_comp,full_text,holistic_essay_score,prompt_name,task
03B7C27AB860,"I say we keep the Electoral College. For one we are not put with that pressure of a single vote from us, the people instead its like a claim to the candidate. Though some candidates in some states may seem hopeless to the people of the states though that barley happens due having a trans-regional appeal. Even if it is a bit ""outdated"" we have been using it for years and it hasn't had much flaws. The close vote in 2012 was won because of the votes in Florida due to its population thanks to the Electoral College. Also some people may not understand the real intents of a president, example if a potental candadate, if in their campaign the went to sent troops to war but try to cover it up by saying the area they are sending the troops in caused something or threatened the country the  then the people would side with the candidate.

It balances  out large states from small states not causing much of a arguement so you have equality. Also it depends on the state candidate who should be listen to the people of the state to help their vote. Also some people can be bias to a potental candidate and vote for him instead but with the state candidate that can't really happen. Even if the state candidate is hopeless they can still try to the the popular vote for that candidate their voting for. With those small votes they could make that candidate win. If states pay attention to candidate ads they could vote for the candidate they actually think should win for political reasons. For area the candidate know he will win he has focus on just those states so he points them out making the other states feel like that candidate doesn't care for them. Say we remove the Electoral College then people in more populated area can vote for the candidate the wish to win and they can outnumber the candidate by a whole lot.

Bottom line we need to keep the electral college.    ",2,Does the electoral college work?,Text dependent
0D11CD49499E,"Hello Senator of the state,

I think we should change the Electoral College to the election by popular vote because whats really the point in having people vote for president if it doesn't contribute hardly any to which person gets elected?

The Electoral College in highly unfair to voters simply because of the winner-take-all system. Voters vote for a slate of electors to choose instead of the president him/herself. Although the electors could be anyone not holding public office. Sometimes State Convetions, State Party's Central Committee, and sometimes the Presidential Candidate's themselves choose the electors. Which also is not fair because they could choose a party who favors them and their party to win, or help the president win the election. In

Source 2: The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong mentions ""The single best argument against the Electoral College is what we might call the 'Disaster Factor.' ... Back in 1960, segregationist in the Lousiana legislature nearly succeeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. (So that a popular vote would have not gone to Kennedy) Perhaps not worrying is the prospect of a tie in the electoral vote, in that case the State Delegate would vote on the president and the senate would choose the vice-president.

But on the flip side there are ""five reasons for retaining the Electoral College regardless of it's lack of domocratic pedigree; all are practical reasons, not liberal or conservative reasons.""

Certainty Of Outcome

- a dispute over the outcome of an Electoral College vote is possible but it is less likely than a dispute over the popular vote.

Everyone is President

- a solid regional favorite, such as Romney was in the South, has no incentive to campaign heavily in those states because he wouldn't gain electoral votes in states he already won over, so he went to other regions to try to win them over to gain more electoral votes.

Swing States

- the winner-take-all method of awarding electoral votes induces the candidates.

Big States

- other things being equal, a large state gets more attention from presidential candidates in a campaign than a small state does.

Avoid Run-Off Elections

- the Electoral College avoids problems of elections in which no candidiate receives a majority of the votes cast.

It can be argued that the Electoral College is the better route to go but it could cause voters to turn away on voting for a candidate who has no hope of carrying their state, and knwoing their vote will have no affect they will have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote.    ",3,Does the electoral college work?,Text dependent
F85134ADF4B7,"Dear state senator,

I think that we should get ride of the elecoral college because its not what people want. The popular votes lets you pick which president you want. The electoral college is when you pick your candidate but your picking a elector and they bring in the votes. The people that vote should be able to pick who they want and then yea. So we should have popular votes then keeping the electoral college. So we need a popular vote and not a electoral college where you dont actually vote, you vote for a elector and then you tell them which candidate you vote for and then they bring in the votes. For exaple, if i would to say that the candiadates are George washington and john kerry and i pick george and 34 others pick him the elector would bring 35 votes to the congress and then he would have 35 votes. You dont know the electors you dont know anything.    ",2,Does the electoral college work?,Text dependent
B3665AE0A869,"Dear Senator

The electoral college is not a fair way for citizens to vote in the untied states. the popular vote system would work at so much more better for citizen. It would give them more of a say in the vote and more people would vote

First reason I think popular vote is better than electoral college is because it gives citizen more of a say in what goes on in the voting process. the reason for this if the popular vote was the system they used you will be voting on a actual president. not voting for someone to pick your president for you. so this clearly shows that voting using the popular voting syste gives people more of a say in the voting process. yes it might be unfair to smaller states who have less people but still.

Second reason i picked this thing was because well more people would vote. the reason more peole would vote is because they will feel theyhave more of a say in things. for instance if someone told you you can have more freedom or none you will pick freedom. so clearly this shows that more people would vote if they we used the popular vote system instead of the other one. yes the other one still lets you vote but not for a president

So in conclusion popular vote is way better than regular voting because you have more freedom anf you vote for a actual president    ",3,Does the electoral college work?,Text dependent
2F889A4F325B,"""

One nation under god"", they say, so why do we still have other people determine our nations future? we should be able to have say over our country, atleast when it comes to picking the president. Yeah, We vote for the Electorals that are going to vote for our president, but how do we really know if they are. There are alot of schemes now a days regarding the government, our Electorals can just get paid off to promote one president but then vote for another.

On source 2 "" The Indefensible Electoral College: Why even the best laid defenses of the system are wrong"" Bradford plumer says"" Can voters control whom their electors vote for? Not always. Do voters sometimes get confused about the electors and vote for the wrong canidate? Sometimes.""  I mean not only is the Electoral college unreliable but it is also confusing to some. At the end of the day even if we have some say in picking our president if he doesn't have enough electoral votes, he is still going to lose. It doesn't even matter if we vote anymore. On source 2 ""what's wrong with the electoral college?""  Bradford explains "" in the Louisiana legislature nearly succeeded in replacing the demcratic electors with new electors who would oppose John F. Kennedy. (So that a popular vote for Kenneddy would not have actually gone to Kennedy.)"" This, is what I mean by unreliable, we can't trust our Electorals, we should be able to vote directly! who we want as our president and not some shady second party.

Another thing i would like to address in source 3 ""Big States"" Richard says "" A large state gets more attention from presidential candidates in a campaign than a small state doess..."" Exactly, if we do popular votes, candidates can just go to states and try to win them over as oppossed to Electorals taking claim of one state . Also if we approve popular votes, that one smalll state , could just make a difference on who wins so in other words, every state counts and every vote counts.                                             ",3,Does the electoral college work?,Text dependent
2B56402C8D4D,"Dear Mr. Senator:

Lately there's been a problem regarding electoral colleges. Some people are in favor of them; others not so much. I agree with the latter; electoral colleges are anachronistic and should no longer be used in this day and age.

In this modern era, people are being more aware or more educated about the going-ons in government. As a result, it is becoming no longer necessary to have others vote in place of the people's choices. Instead, people should be able to vote directly for their chosen leaders and not have to worry about an elector making a last minute decision to vote for another.

Those who are in favor of electoral colleges are wrong about keeping them. In only half-way allowing people to vote for president, it could also be viewed that the people were never really given a choice. Their votes are at the mercy of the electors.

If you are wise Mr. Senator, you'll choose to do away with electoral colleges. By doing so, you give people more choice and control over their decisions. I hope you'll put your foot down on this matter and refuse to have anything to do with electoral colleges because they're not helping the future of our country,

Sincerely,

PROPER_NAME  ",2,Does the electoral college work?,Text dependent
1755C563AFB2,"For many years people have been debating whether or not to keep the Electoral College or change to election by popular vote for the president of the United States. According to source 1, the electoral college was established as ""a compromise between election of the President by a vote in Congress and election of the President by a popular vote of qualified citizens."" There are few positive effects of the Electoral College, however, there are many negative effects. I am in favor of changing the United States' election process to election by popular vote because there are many risks with the Electoral College, the Electoral College is outdated, and lastly, the Electoral College is unfair to voters in many states.

Currently, while using the Electoral College, the United States takes multiple risks. Some of the major risks were stated in source two. One of the major risks included, what of the elector put the vote in for the candidate he wished? Of course no matter what the situation, there will be risks to take. However, when those risks become actions, and happen more than once, people put up a guard and start to question whether or not the process is trustworthy. A sentence in source three declared, ""each party selects a slate of electors trusted to vote for the party's nominee (and that trust is rarely betrayed). Americans are expected to trust a slate of electors whom we know little about personally, and trust is a personal thing. Trust is something that has to be earned. Therefore, when our trust is betrayed more than once because of the process the Electoral College, there is no way to earn that trust back once again. Without the Electoral College, this would not be an issue.

Not only is the Electoral College risky, but it is also outdated. The Electoral College was created by the founding fathers, over a century ago. With new technology, and new systems forming, the election process should be more modern. Also, when it was decided to use the Electoral College, there were fewer people in the United States. Currently, in modern day, the population is much greater. A country with a greater population needs a modern election selection.

The Electoral College is very unfair to states that do not have the ability to make an impact in the election. If the election process were changed to elected by popular vote, smaller states would have the ability to make their vote matter.

The Electoral College needs to be changed immediately in able for citizens to stop worrying about taking major risks, so our country as more of a modern election process, and so every vote counts. Changing to election by popualr vote could make the United States a better country.                         ",4,Does the electoral college work?,Text dependent
2865585E0E34,"I am writing a letter to my state senator in which i'm arguing if i'm in favor of keeping the Electoral College or Changing to election by popular vote for the president of the United states. I'm in favor of the election by popular vote for the president of the U.S.

The electoral college is unfair to voters. Under the electoral college system, voters vote not for the president, but for a slate of electors, who in turn elect the president. For instance if you lived in Texas and wanted to vote for John kerry, you'd vote for a slate of 34 Democratic electors pledged to kerry, they would go to Congress and kerry would get 34 electoral votes. Also its Unfair to the voters because of the winner-takes-all system. In each state candidates dont spend time in states they know have no chance of winning, focusing only on the tight races in the ""swing""  states. In the 2000 campaign, seventeen states didn't see the candidates at all. In defense ""The winner-take-all method of awarding electoral votes induces the candidates, to focus their campaign efforts on the toss-up states."" Ok but the winner-take-all system is still focusing on the ststes knowing that there going to vote for you, and notthe other states that possibly will or will not vote for you.

Another reason is that the Electoral college is just a disaster factor simple as that. In the Louisiana legislature nearly succeeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. So that a popular vote for Kennedy would not actually gone to Kennedy. Also what if a state sends two slates of electors to congress? It happened in Hawii in 1960. Luckily, Vice President Richard Nixon, who presided over the senate validated only his opponents electors making sure to do so ' without establishing a precedent.

In conclusion the Electoral college is unfair, irrational, and just a hotmess. Like Bob Dole said ""Abolish the Electoral College'.    ",3,Does the electoral college work?,Text dependent
2C8521890B5A,"Dear Mr or Ms Senator,

Presient Richard Nixon, and President Bill Clinton both have something in common; they won their presidencies with the Electoral College, not the popular vote. (According to ""In Defense of the Electoral College: five reasons to keep our despised method of choosing the President. Paragraph 22) Richard and Bill only won 43% of the popular vote against their opponents while they were running for office. This is why the United States needs to keep the Electoral College instead of switching to the popular vote for the elections.

Now you're probably wondering, does high school students even know what the Electoral College is and what it's job? Yes, high school students do know what the Electoral College is and what it does. The Electoral College is made up of 538 electors. Your state amount equals one member from the House of Represenatives and two from the Senate. The electors are chosen from the candidate's political party. The Electoral College decides the president and vice president every four years every Tuesday ater the first Monday in the month of November.

Mr or Ms Senator, the Electoral College needs to stay instead of the popular vote because when you have the Electoral College you will get an outcome from it unlike the popular vote. Almost all states have the ""winners take all"" method which according to ""What is te Electoral College"" by the Office of the Federal Regisiter (Paragraph 7) this method is when all electors are awarded to the presidental candidate that is winning. Also the popular vote overrides the popular vote. In ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard A. Posner (Pararaph 18) the 2012 presidental campaign for example it was the battle between Mitt Romney who is a Republican against Barack Obama who is a Democrat. Obama received only 51.3 percent of the popular vote and Obama got 61.7 percent of the Electoral College. As you can see the Electoral College overrided the popular vote which ultimately made him president. Also in ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the Presiden"" (Paragraph 22)take Richard Nixon's and Bill Clinton's presidental campaign. Those two only won 43% of their popular votes but they won their elections with the Electoral College. Without the Electoral College all three of these presides wouldn't have become President of the United States.

To continue on, the Electoral College should stay instead of the popular vote since one region of the United States doesn't have enough power of the Electoral Votes to make a presidental candidate win. Look at ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" Mitt Romney doesn't campaign in the South part of the United States since he knows that he is popular in that region with the electors he doesn't bother camapigning there since he knows he will win their votes. But he has to campaign to other states and regions since he knows the South doesn't have enough power to make him president. And with that comes your swing states and the big states. Swing states listen to what the presidental candidates have to say since they are toss-up states. These swing states literally can ""swing"" the election. These are the states that are going to decide who the next president is. And that ties in with your big states; California, Texas, Florida, New York, and Pennsylvania are some of your big states since they have the most population out of the United States. These states can also be swing states since they have the most votes out of every state. With the power of the popular vote a presidental canidate can become president, and other regions will not have a say. But using the Electoral College that can't happen.

On the other hand, according to ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" (Parargraph 14) the Electoral is outdated, irrational, and unfair. In ""The Inefensible Electoral College: Why even the best-laid defenses are the system are wrong"" by Bradford Plumer key names such as Jimmy Carter, Bob Dole, AFL-CIO and the U.S. Chamber of Commerece all want to get rid of the Electoral College and use the Popular Vote. Look at the presidency that was in 2000 with Al Gore against George W. Bush. Al Gore would have won the election if the election was based on the popular vote. He won the popular vote with over 60%! But unfortunately, he didn't win and lost to George W. Bush since Bush won the Electoral College votes. But some people don't really know what they are voting for in election which is why the Electoral College is the way to go. Also people complained with the ""winners take all method"" some candidates don't go to certain states and only focus on the swing states. In the 2000 campaign seventeen out of fifty states didn't see the candidates. But the candidates didn't go to those states since they knew they had no chance of winning those states and they needed to focus on the swing states to make sure they win the election. Many people do call the Electoral College an anachronism, but it doesn't need to stick in the past, it needs to be kept in the present and in the future.

Ultimately, Mr or Ms Senator, the United States needs to keep the Electoral College instead of the popular vote because you will always have an outcome and one region can't overpower another and make a candidate win the presidental campaign. Yes, as said before many people want to get rid of the Electoral College but it will stay with the United States and move forward with us people.

Sincerely,

A student                ",5,Does the electoral college work?,Text dependent
4B6A52E23DE9,"The electrol college system is an unfair system, people don't have the right to select their own president, they dont have the right to select a president. Because, when people vote they are technically voting for the electors for a candited. That candidate can be a democratic or a republican. In source two it states that electors can choose there opposing candidate. Which declines the the whole voting process. Why do we vote? we vote to select a leader who will defend this coutry and make america a place of oppurtunity. The most important reason why the electrol cllege is unfair because of the "" winners it take all"" rule.

We as american people cannot choose their own goverment, as it says in source two, that when voters vote they are voting for the canditates electors. Each state gets one vote and then the electors can choose who they want for president. In source two it states that the electoral college consists of 538 electors and the most amont of elecrtoral votes is 270, in order to pick an president. Also in source two it states that the number of electors we have equals to the amount of members of congress we have. I propose a new system by only letting the American people select our president by votes counted all up by each state, for example if we didn't have have electoral college,  then it would be a fair vote because people votes would count the number that adds up with all votes for one candidates that will oppose another candidates and there would be technically no tie it would either ,more or less, but if we still had the electoral college then the vote would not be equally fair becuse if the majority of a state for examlpe  chose republican candidate, then that would be vague becuse some people choose democratic and there vote did not really count. but without the electoral collge, than everyones vote counts and each candidates gets vote from every one, not only electoral.

In source two it says that electorals who have been select by the state can choose their opposing candidtade, which is more disatvantgeing to the american people and america's future.  for example if one state candidate was choosen for republican and they were ""faithless"" as it says in source two, and chose the democratic party it would be very unfortunate for the republicans because than there would be no point of the votes the republican supporters have voted for. It only comes once every four years, this is very important to the american people, on choosing who they want for the future of america.

In source two and three it states the rule "" winner take it all"" . The votes the other lose the,  winning can take it all, that vote that they take from the losing does not count Because the people really didnt mean to vote for the candidate they don't want or the candidate they dont support, its like your money fell on the floor and someone just took it knowing its yours.

In conclusion,  the state senators should eliminate the electoral collge because they count the majorty votes, and don't count other votes that is not popular as the other candidates vote. also because they can decide vote on an canditate they want based on their opinions and beliefs. and lastly because of the winner takes it all system which is bascially taking the losing candidates electoral votes.    ",4,Does the electoral college work?,Text dependent
E73329DA93D6,"Dear mr. senator i think that we should keep the electoral college eclections. I believe the electoral college is a better system than any other. Some of my reasoning is it is the easiest way to elect someone. Second reason is it is very fast quick to elect. Final reason is it work fine. My mom always tells me you dont fix whats not broke. This method has worked for a very long time.

If a method like this has worked thid long i think we should keep it until it doesnt work. Then when it stops working we could start a new type of election. Many people have used this type of election the whole life and we still use it today so i think we should keep this way of our elections. The first reason is it one of the easiest ways to elcet. In the story it says the ""electoral college process consists of the selection of the electors, the meeting of the electors is where they vote for the president and vice president , and the counting of the electoral votes by congress.

My second reason is it is very fast. They get the electoral votes in and start counting. Within a couple of hours they have tha answer. they can find out who wins in just a couple of weeks. My final reason is it works good. If it didn't work good it still wouldn't be around today. in the story it says that the electoral college was established by our founding fathers. So i think this is the process we should use to elect our people even if it is still an old way of doing things.    ",2,Does the electoral college work?,Text dependent
F64457891D40,"Dear, State Senator

I have come to a conclusion that keeping the Eletoral College would be a much better process instead of an unorganized popular vote. The electoral college is a great process with the votes in congress and a vote of the qualified cictizens. It is more organized with five benifits of certainity of outcome, trans- regonal appeal, winner-take-all method, big states, and avoiding run-off elections. These benifits help the elections go more smoothly. The Electoral College process has a selection of electors that vote for president and vice president, and the counting of electoral votes by congress.

"" The dispute over outcome of an electoral college is possible if it happened in 2000 but is less likley than a dispute over the popular vote"". ""For example, Obama got sixty-one point seven percent of the electoral vote to only fofty-one point three percentof popular votes cast frm him and Romney... ""

So the reason for a less likley dispute over a popular vote is because of the winning candidates share of the electoral college. Basically and eletoral vote can be tied by the total number of votes. Even fivehundred thirtyeight is an even number and also unlikely.

""The electoral college requires for a presidental candidate to have trans-regional appeal.""

None of the regions have enouough electoral votes to elect a president. So, a regional favorite has no incentive to campaign heavily in those states,  and also gains no electoral votes by increasing his plurality in states he knows he will win in only. It results to just regional apeal and is unlikely going to be a successful president. The residents of other regionds are most likley going to feel like there votes do not count, the new president will have no regards for there intersts, and he is not realy their president.

"" The winner- take-all methode of awarding electoral votes induces the candidates-as we saw in 2012's election-to focus their campaign efforts on the toss-up states.""

The toss-states mostly pay more attention to the campaign and listen to the competitors and they know thay are going to decide the election. They are the most thoughtful voters and they have the most informationand attention. These states should be the ones to decide the election.

Big states get some of the weight restored in political balance by population and lose by virtue of mal-apportionment of the Senate decreed in the Constitution.

""The popular vote was very close in Florida in 2012; nevertheless Obama, who won that vote, got 29 electoral votes.""

The electoral college also aviods problems of eletions, which no candidate will recieve the majority of votes.

""There is a pressure for run-off elections when no candidate wins the majority of the votes cast...""

Pressure can greatly complicate presidential election precess, it is avoided to produce a clear winner. Keep the Electoral college for all of these benifits that make the election process easier for electors and candidates the t chose the electors.

Sincerly, PROPER_NAME  ",3,Does the electoral college work?,Text dependent
A0755DDC0778,"Many people agree in abolishing the Electoral College. Electoral Collage caused a dispute in the year 2000. The Electoral College is a irrational system and it should be banned.

Certainly the Electoral College has some benefits. In the passage ""In Defense of the Electoral College: Five reasons to keep our sidpised method of choosing the President"" by Richard A. Posner the author states that the Electoral College ""avoids the problem of elections in which no candidate recieves a majority of votes cast."" With the Electoral College there is no issue of a candidate getting the most votes, so there wont have to be any run-off elections. Run-off elections complicated the election process. Posner asserts that the ""winning candidate's share of the Electoral College invariably exceeds his share of the popular vote."" It is because of this that the possibility of an argument over the outcome of an Electoral College is lesser then an argument over the popular vote. Although this is true, the people should have the say on who their president will be. The Electoral College is a broken voting system that causes confusion and dispute. Therefore, the Electoral College should not be used as a way of voting for America's President.

A key issue is that the candidate with the most popular vote does not have the certainty of winning. This is a problem because America can not have the leader she wants and deserves. Bradford Plumer from the article ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" argues that the Electoral College causes "" the popular vote winner could again lose the presidency."" If the people can not chose who they want as their leader then where is their freedom? Plumer also states that  the voters can not always ""control whom their electors vote for,"" We dont get to chose who the electors are voting for. This way the value of the people's opinion is being diminished into nothing. The resonable solution to this problem is to just end the Electoral College imidiatly.

Another factor is that the electors have to much power over the election. Palmer writes ""that the electors could always defy the will of the people,"" The electors are the only people who have decent amount of power to chose a president. The people should have that kind of power. The author asserts that the electors "" have occasionally refused to vote for their party's candidate and cast a deciding vote for whomever they please,"" The electors are able to just change their mind when wver they like. The popular vote must decide on who should win. The future of america should depend only on the will of the people. The people has to finally stand up and fight for their right to chose their own President.

In final consideration, the Electoral College is unfair to the American people. We should have freedom to chose whom our country's leader should be. The popular vote should stay and the Electoral College should be banned once and for all.                                                    ",5,Does the electoral college work?,Text dependent
2761843E3DB6,"Abolishing the Electoral College may be the best choice because the most worrying is the prospect of a tie in the elecetoral college. Also at the most basic level, the electoral college is unfair to voters.

If a tie occurs the election would be thrown to the House of Representatives, where state delegations vote on the president. Each state casts only one vote, the single representative from Wyoming, representating 500,000 voters, would have as much say as the 55 representatives from California, who represents 35 million voters. Because of many voters vote one party for president and another for Congress, The House's selection can hardly reflect the will of the people. For exapmple a tie would have occured in 1976 if a mere 5,559 voters in Ohio and 3,687 voter in Hawaii had voted the other way.

The electoral college can be unfair to voters because the winner-take-all syntem in each state, candidates fon't spend time in states the know they have no chance of winning. For example during the 2000 campaign, seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad.

The elctoral college can have many good things but it still is not good enough for us to keep it. If the winner-tak-all systm didn't exist candidates would spend time in states even if they know they have no chance of winning, because they will not lose anything or maybe have at least a liitle chance of winning.    ",2,Does the electoral college work?,Text dependent
305C88281605,"The Electoral College should stay because it lets other people choose the president on behalf of the people. The Electoral College helps so that there is not a big problem with people going and having to do all that work themselves. Some people dont like having to vote the way the Electoral College does so they just take the majority vote and puts that in for us so we dont have to do it. It lets us choose and go home so that were not goin out all day waiting for so many people to do the majority now its all online which makes it even easier to tally it all up and see who gets the vote.

The Electoral College is just making everything alought easier for us and we are able to spend less time in a voting area waiting for people to get done. The online voting helps out alought because we are able to get everything done a whole lot easier then others. There is also a smaller line with the online thing so that most people dont have to wait as long. Unless you get that one person who is taking forever and doesnt want to leave the booth then you are there all day and nobody wants that to happen because that would not leave you having a good day for nobody.

But the majority vote could be good to only having to split up the vote and the president is whoever got the most votes. But the only outcome of that is someone not liking the president or the president isnt doing very well in anything and he just sits there not doing anything. Then that president would have to be impeached and we will have to get a new president and nobody wants to go through that. Some people might want to go through that and get a new president only because they dont like him or hes not doing to well in anything or he is just a stoubern president and doesnt like makeing rash decisions. But that president is going to have to get over that.    ",2,Does the electoral college work?,Text dependent
17FC1C43C7CF,"In the United States, democracy is advertised as a method of acheiving selections, though this is unfortunantly not the case. In the United States, we, as individuals, are not permitted to a ""fair"" or equal opportunity of voting systems. Vote should be popular, the will of the people of the nation, though through the Electoral College, the people is denied.

Voting is, as far as common sense goes, the majority rule. The Electoral College voting system was established during the creation of the Constitution in order to secure a ""qualified vote""- an effort to diminish the will of the lesser, or unknowing. Arguably, it is stated that, ""..the most thoughful voters should be the ones to decide the election"", or in other words the statement can easily be translated to ""we do not wish a nation of idiotic voters to decide our president"", each individual of the nation is mindful of others and care enough to express their opinion, as it is known a is a citizens duty to vote. A duty that must be followed. In any effort to simplify this, a voter is a voter. They are all ""qualified"". If a person cares enough about their nation to cast a ballot, without requirment, they certainly are qualified.

Now that the qualifications are established, the electors within the Electoral College are free to do as they wish. Waving a magic wand, the support of others is unimportant now, and they pull whatever they desire out of the hat, as written by Bradford Plumer, ""Consider that state legislatures are technically responsiblefor picking electors, and that those electors could always defy the will of the people"". What happened to majority rule? People should have the direct vote of presidential candidate, however we are faced with shocking facts such as the house selection rarely dispalying the correct majority rule, ""The election is only a few swing voters away from catastrophe"".

The dispicable system was established long ago for an extremely specific purpose with specific issues, which is no longer the case today. In the United States, we are not a democracy. We are a Republic. Ridiculusly, voters do not control the election in our Republic, as shared,""...over sixty percent of voters would prefer a direct election"". Can those expect change? Ironically, no. The system would most like not allow that, and those mindful citizens would need to hope for a glance at serendipity.                              ",5,Does the electoral college work?,Text dependent
FEF2E1612F55,"Dear senator,

What are the chances in favor of keeping the electoral college or changing to election by popular vote for the president of the united states? Does the Electoral College work?

First of all, What is the electoral college? The Electoral College is a process, not a place. The founding fathers established it in the Constitution as a compromise between election of the president by a vote in Congress and election of the president by a popular vote of qualified citizens.

The Electoral College process consists of the selection of the selectors, the meeting of the electors where they vote for president and vice president,and the counting of the electoral votes by congress.

What's wrong with the electoral college? Under the electoral college system, voters vote not for the president, but for a slate of electors, who in turn the president. At the most basic level, the electoral college is unfair to voters. Because of the winner-take-all systemin each state, candidates don't spend time in states they know they have no chance of winning, focusing on the tight races in the ""swing""states. It's official: The electoral college is unfair, outdated, and irrational. The best  arguments in favor of it are mostly assertions without much basis in reality. And the arguments against direct elactions are spurious at best. It's hard to say this, but Bob Dole was right: Abolish the electoral college.    ",2,Does the electoral college work?,Text dependent
816AFFBD5F3C,"Dear State Senator,

The Electoral College has been an election process in the united states sense the constitution was created. But it has come to the time where it no longer has a valuble position and is beginning to deteriorate. Over 60% of voters would prefer to only have a popular vote for Presidential elections, rather than the Electoral College. Recently it seems as if every election has been very tight and the winner of the popular votes loses due to the turn out of the Elecoral College votes. The Ellectoral College system should be abolished and banned from our election process.

In the Electoral College voters vote for a slate of electors who in turn elect the President rather than them directly voting themselves. Source 2 States ""The Electors can be anyone not holding office."" Therefore anybody can put theirself in the position to be in the Ellectoral College, even if they are unqualified for the responsibilities it requires. Also voters can't always control who their electors vote for so the efficiency of the election has already decreased.

This system allows for disaster. The electors could always defy the will of the people. Source 2 brings up ""Segregationists in the Louisiana legislature nearly succeeded in replacing the Democratic elecors with new electors who would oppose John F. Kennedy."" ""Faithless"" electors in the past have refused to vote for their party's candidate and cast a deciding vote for whoever they would like, and there is no guarentee that this will not occur again.

When it comes down to the core, the Electoral College does not provide an equal election to all voters. You will not find candidates dedicating their time in states where they believe they do not have a chance of winning. In effect, the representation and campaigning is not equally distributed throughout all the states. Some states may get no campaigning at all. Source 2 includes ""During the 2000 campaign, seventeen staes didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad."" All the focus is centered into the tight races of the ""swing"" states.

It is said that rarely will the electoral college voting come out as a tie but it has happend. In the situation of a tie the election would be thrown to the House of Representatives, and the Houses selection can hardly be expected to reflect the will of the people.

The Electoral College is out dated and irrelevant to our modern society and it is too indirect to present the true votes from our country. It is time to leave the vote to the people and only the people, and it is time for our country to mature and abolish the Ellectoral College.            ",5,Does the electoral college work?,Text dependent
