essay_id_comp,full_text,domain1_score,prompt_name,task,holistic_essay_score
4FFA8AA9820C,"The new technology that Dr. HUANG is coming up with is a good idea because I can detect when people in the classroom are trying to hide therre feeing.

In the text it states that

At least according to some new computer software that can recognize emotions. The software is the latest innovation from prof. THOMAS HUANG, of the beckman institute for advanced science at the university of Illinois, working in collaboration with prof. NICU SEBE of the university of amsterdam. Dr. HUANG and his colleague are experts at developing better ways for humans and computers to communicate. The MONA LISA demonstration is really intended to bring a smile to your face, while it showa just how much this computer can do. Imagne a computer that knows when you're happy or sad. For example if you smile when a web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different. a classroom computer could recognize when a student is becoming confused or bored.     ",1,Facial action coding system,Text dependent,0.0
13135DA2A1AD,"Facial Action Coding System is a system in a computer that takes human faces and tells the emotions of that person, made from Professor Thomas Huang, of the Beckman Institute for Advanced Science at the University of Illinois. The process begins when the computer constructs a 3-D computer model of the face; all forty four major muscels in the nodel must move like human muscels. They tested this system on the Mona Lisa painting who was created by artist Leonardo da Vinci. The system shows that the Mona Lisa is eighty-three percent happy, nine percent disgusted, six percent fearful, and two percent angry. However, they are trying to use this technology to read students' emotional expressions, which I am strongly against for the fowling reasons.

Students should have the right to tell rather how they feel or not. As a student in high school, facial expressions are key to what kids are thinking. If students do not want to say what that student feels they should be able to keep it to themselves. All students should have the right to defend themselves with their thoughts. The movement towards that technology to get students emotional expressions will start making a fight between students.

To add to, this system is a very expensive system where schools do not have the money for. Schools need to focus more on getting more help for their students, not finding out their emotional expressions. However, having this system can help students who are in need of guidance, but the students would rather talk to a counslor than a computer. Schools should put more of that money into new books or new activites for the students so the students can say well educated and socially active.

To sum it up, the Facial Action Coding Sytem is a system in which a computer reads a humans face. They should not use this on studenets for privacy of the student, and financial issues. This is a brlliant idea towards pictures of people as in the Mona Lisa, not in students. Students have the right to go to a guidance counsler for issues if they have any, but a student should not get he or she face read unless of student conncent.               ",4,Facial action coding system,Text dependent,0.6
8D6EE82E31D0,"After reading the article called, ""Making Mona Lisa Smile"". And about how there is a machine that can actually read peoples emotions and put their emotions into percentages. And how they used it to find out how the Mona Lisa was feling when she was painted i think that is truly amazing. i think that we should use this technology at school to read the students emotions.

I think its a great idea to use for school, so teachers can tell how the student is feeling and can find a way to help them. In paragraph 6 the author uses the exmple of how we could use this new technology during school for example he wrote, ""If you smile when a web ad appears on you screen a similar ad might follow. But if you frown, th next ad might be different."" And instead of ads they could be explanations on how to do a problem. I think that that would inprove the students learning.

In conclusion i think that we should use this new techonoly to our aventage and use it in the classrooms so we can tell which students need help and which one doesn't. That way we can help them. They might even learn even more. ",2,Facial action coding system,Text dependent,0.2
59F068C71B96,"Facial Action Coding System or also known as FACS is a new and revolutionary technology that can recognice emotions. This new technology was invented by Dr. Huang. Dr. Huang created this amazing tehnology so people would know how others are feeling so they can get help. He even goes and says that it could be use in cumpter classes. So would it be a good idea?

The answers is yes. Now the reasons i think its a good idea its because it can help the student to actually enjoy what they are learning . So the reason that i can help the student is because if they feel bored in classroom the computer would notice and it would take action, for instance it could change the lesson. And that is what Dr. huang predicts as in the paragragh he says ""Then it could modify the lesson, like an effective human instructor "". So that is why i beileve it would be a great idea for those computer classes.

In conclusion Facs is a great technology that should be use to help others and to know how they are feeling. Because as we just saw this is something that is usefull and that it could help. Human communication is nonverbal and that includes emotional communication that's why this piece of technolgy could be and will be usefull.",2,Facial action coding system,Text dependent,0.2
D1BB1EA6F163,"The text is telling the readr that the new technology that is called the (face action coding system). th enformatiom frome the text and according to some new computers softwere that can recognize emotions. The software is the for advanced science at the university of illinois working in collaboration.

the information that the auther said was that she was

(83% happy, 9% disgusted, 6% fearful, and 2% angry ). thats good infor matin frome one picture and thay scand the picutre and found that out.

What the text did was give me a lot of information and i never know that technolgy do that and it tells peopl waht pople face apretions is so nobody wont be confused.

in the text the process begin when the computer constucts a 3-D computer model of the face of all 44 major muscles in the model must move like a human muscles is called an action unit . the computer scan emotions",1,Facial action coding system,Text dependent,0.0
5C63C1EE83BC,"The way of seeing how kids feel in a class room, this new technolgy shows it all. Will this change teaching and everything else in the class room, lets find out.

Professor, Thomas Huang of Beckman Institute for Advanced Science at the Universty of Illinois, working in collaboration with Professor Nicu Sebe of the Universty of Amsterdam. Are construction a computer with a 3-D computer model of the face; it uses all 44 major muscles in the model must move like human muscles, this is called an ""action unit"".

I support this idea and here is why I do. This will show very high improvement in class rooms, as this it will show how a kid can learn, if they are happy about this subject and if they are highly entertained, or this could go another way of teaching say we didn't have this type technolgy. A math teacher gives there students a test, the average over all is a 72%, that is not good, a teacher will have to go over the subject again majority due to failing of the subject. Was it the teacher, or was it the students, who will ever know, but if they had the technogly in the room to read their facial expressions, for that the teacher may have post poned the test due to the results of the facial expressions coming back, which could have showed alot of confusion over the section. That could have saved alot of time and get better grades, as they could of not gone back over the section. This would show a lot of improvement in testing scores over all, as teacher would not mine going back over a answer if a student or students or confused what is going.

There are 6 different basic emotions in the system, happiness, suprise,anger,digust,fear and sadness. His new computer software stores similar anatomical information as electronic code.

In fact, we humans preform this same impressive ""calculation"" everyday. We can tell when a friend is happy, or upset, due to how much we around them. Its that this 3-D facial computer system can even tell more when you can't.

If we had this in a class room , this would help so much, schools could see higher test scores and better improvements. I think it would even better if they took this to even more places. Such as Jails, Conceling areas, Thearpists, as it could show in their true emotions, this could be a lie dector, shows the emotions. Say they can't get anything from someone in a jail, they use that, they could see a fear emotion, or a blank emotion, or sad emotion. I just say this could change the future of alot things in every day life. This could also mean that, school corportaions might recieve rewards for really high scores in testing, which could really help out and some schools, for instance my school, we have don't have some of the newest technolgy as some other schools due, and why because i go to a small school, so we don't recieve high standards as other schools around us do. So that is why i agree we should have this newest technolgy and alot of the schools, to suceed in life and to help kids get better.            ",4,Facial action coding system,Text dependent,0.6
86A74374E724,".

Reason for the FACS (Facial Action Coding System) read the emotional expressions of a student can benefit by how the teacher can teach beacuse if a student make different emotions like confuse,bored or overwelm while a teacher teach can show that what the teacher is doing is not working.

Whe a sutend show a confuse emotion is showing that the work the teacher has given is to hard to comprehend. Showing to the tacher that she has giving to much of a hard work for a student to understand it. Giving that situation the teacher can make a plan to low donw to a level of the student grade she is teaching.

A bored student is not much good to have in a class because whe a student is bored it intent to start distrubtin a class or come to fall a sleep in class. Thas showing to the teacher that the way is teaching is has become to un-interesting,that should let the teacher know that her has has to come more interesting and\or active so students can show more curiosity to class and get inspired to learn the class.

When a student comes overwelm it coem a stress and start to panic for all the work the teaches have givin. Showing the student being overwelm shows teacher that it have giving to many work or the class have become to hard to comprihend. Tha so ones the teacher knows that student s have starting to become overwelm because of her class she has to star changin her plan of teaching so tudent can learn better and a eassy way.

In conclution the class room computer could reconice when the student is becoming confused or bore and /or overwelm. That could modify the lesson so it can be an efective to the human instructor. So they are able t o plan a better way to teach students a easy and better way so student can comprehended better",3,Facial action coding system,Text dependent,0.4
D836FB30A868,"I think the use of technology to read the emotions expressions of student in a calssroom is valuable. The reason why I think reading the emotions on the expressions of other students is valuable is that it would be important to know how your student is feeling. It is important to show love to others when they are feeling so type of way other then happy. It would help teachers understand why a student is acting the way he/she is.

It could be helpful to know how your student is feeling. A computer that knows when your happy or sad would be helpful to teachers. Having A classroom computer that could recognize when a student is becoming confused or bored would help teachers know if her students are struggling with what is being taught or if they need help with anything. It would save a teachers time asking students if they are in need of help because sometimes a student might be shy to raise there hand or embarassed that he is not getting the hang of it but his other classmates are.

The use of a technology to read the emotion expressions of students in a classroom would be a life changing thing it would be helpful to know how your student is feeling. You wouldn't want student to go on with there day feeling the way they are and if there going through a tough time. A student will never express themselves to a teacher they can act one way but truly feel another way on the inside. So if a student cant tell a teacher hwo there feeling a computer could tell it all without being shy scared about it. ",3,Facial action coding system,Text dependent,0.4
D2D0B722D015,"Technology to read students' emotional expressions could be the new way to help communicate with people and even with our technology. With the new software, the Facial Action Coding System, we can advance in so many ways with the way our lives function. Our computers could be able to detect what we like and what we don't, that way we can view only what we do like and not have to view what we dislike. In Paragraph 6, D'Alto demontstraits what could become of our technology, ""For example, if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different."" The new software could change our everyday lives and help simplify them as well.

Along with helping us with technology at home, it'd be able to make our school lives easier. In Paragraph 6, Dr. Huang predicts, ""A classroom computer could recognize when a student is becoming confused or bored. Then it could modify the lesson,like an effective human instructor."" This new software could be compared to someone is able to tell how their friend is feeling. Dr, Huang believes that this could even be a new electronic code, meantioned in Paragraph 5, ""His new computer software stored similar anatomical information as electronic code. Perhaps Dr. Huang's emotion algorithms are a different sort of ""Da Vinci Code""!""

If all of our computures could read our emotions, we could comunicate with our computers without a problem. In Paragraph 4, it's explained by Dr. Huang how that could be even remodely possible, ""Using video imagery, the new emotion-recognition software tracks these facial movements-in a real face or in the painted face of Mona Lisa. By weighing the different units,the software can even identify mixed emotions (as in the da Vinci's masterpiece).""

The science of emotions have revealed so much about people's expressions. Drama classes use facial expressions to imitate certain emotions when acting to make it look as realistic as possible. In Paragraph 9, a coach uses the technique to instuct actors, ""A renowned dram coach,Constantin Stanislavsky, had his actors carefully reproduce smiling and frowning as a way of creating these emotions on stage. Empathy (feeling someone else's emotional state) may happen because we unconsciously imitate another person's facial expressions."" With the help of the Facial Action Coding System students will be able to complish more and make better technological generations in the future.",3,Facial action coding system,Text dependent,0.4
F19978B8C2A7,"Being in class knowing that if the lesson gets boring on the computer, it can change it into a more interesting lesson for students. This machine created by Dr. Huang and his colleague prof. Nicu Sebe can impact students in ways that are good or bad. For some people it can be a good thing but for others it can mean a bad thing.

The bad thing of this emotion recognition is that students with medical issues that affects their learning because of it affecting them from using technology. For u schools who use this technology have to focus on their students with medical problems that affects them from even using it. Also another thing that schools have to worry about is the finance for the computers that break and has to be repaired.

The good things about having this type of technology in schools is that it have more students be more interested in learning and can help them plan out what they would like to do in their future. Having the emotion recognition can help students in advanced classes who struggling with their classes have a more easier way for them to pass and graduate with the diploma they wanted. This can technology can have more students graduate and have less high school drop-outs.

The emotion recognition can be a good thing for certain students and can be a valuable thing, but for other students it can affect they way they learn if they are more hands on or have a medical problem that makes them unable to use technolgy. Even though this machine created by Dr. Huang and prof. Nicu Sebe is a great thing for schools but it can have different impacts on students wether it's good or bad.",3,Facial action coding system,Text dependent,0.4
