essay_id_comp,full_text,holistic_essay_score,prompt_name,task
083FA95E5371,"Luke joined the program. He decided to because his freiend offered it to him.

Also it was a once and a lifetime opportunity for him. He kenw he couldn't past up the opportunity. Luke also joined because he wanted to help people after World War ll.

Some evidence that Luke want to go to the program is? Luke want to go on the ship back and forth from the oceans. Also Luke could be drafted in the miliatry service because he turned 18. Luke said ""The cattle-boat trip were an unbelievable opportunity for a small-town boy."" Also it took about two weeks to cross the Atlantic Ocean from the eastern coast of the united states and a month to get to China.

The conclussion to the story is? Luke want to join the program. Some evidence that Luke said is ""I'm grateful for the opportunity."" Also Luke said ""It made me more aware of people of there countries and their needs.""

Finally Luke said that the awareness stayed with him. Which help leading his family to host a number of international students and exchange visitors for many years.                                                                                                                                                                                                                                                                                                                                                                                                           ",1,"""A Cowboy Who Rode the Waves""",Text dependent
6F0F27DE9D99,"Luke Bomberger worked a two part-time job in a grocery store. He also worked in a bank when his friend Don Reist invited him to go to Europe on a cattle boat. Luke said yes because it was an opportunity of a lifetime.

World War 2 was over in Europe which left many countries in ruins. To help recover everything 44 nations joined together to form UNRRA. UNRRA hired Seagoing Cowboys. Luke and Don decided to sign up to help take care of the horses, young cows, and mules that were shipped overseas.

In August 1945 Luke and Don recieved their orders to report to New Orleans. They arrived August 14 the day the Pacific war ended. Don and Luke boarded the SS Charles W. Wooster, headed for Greece. The SS Charles had a cargo of 335 horses plus enough hay and oats to feed them.

It also took Luke about two weeks to cross the Atlantic Ocean from the eastern coast of the United States and a month to get to China. Luke was busy all the time while crossing because he had to take care of the animals. The animals had to be fed and watered two or three times a day. Bales of hay and bags of oats had to be pulled up from the lower holds of the ship. Stalls also had to be cleaned.

On Lukes second trip he served as niht watchman. Luke's job was to check on all the animals every hour. One rainy night, after making his hourly report to the captain, he slid down a slippery ladder on his backside. Luke's heart raced as he shot feet first toward an opening on the side of the ship. A small strip of metal along the edge stopped his slide, keeping him from flying overboard into the dark Atlantic. Luke was happy to be alive, but coudn't work for a couple of days because of cracked ribs.

Luke is trying to convince others to participate in the Seagoing Cowboys program becasuse he wants others to help out recover other countries food supplies, animals, and more stuff that they have lost during the Wars. Luke wants everyone to be a part of helping others because without any help nothing is possibe.

Luke wants you to go through helping others and taking care of animals like how he did. Like when Luke got on the SS Charles W. Wooster when he was headed to Greece because the Pacific war had ended and everything was ruined or destroyed. He had a cargo of 335 horses plus enough hay and oats to feed them. That is hard work. He had to stay up as watchman to take care of the animals and report to the captain. Luke got hurt but after the accident he began to help again. Luke want you to work as hard as him to save the world. Wars can cause a buch of damage to countries so try to help them out. Participate in the program to help ou like my friend Don and I.",2,"""A Cowboy Who Rode the Waves""",Text dependent
CC3B51667B02,"Today, Jacob and Harley going to become Seagoing Cowboys. They're bothhaving second thoughts about going. I can't even get them to go to the Court House to sign themselves up. They need a job. They need to become Seagoing Cowboys.

""Come on, Jacob. You and Harley are going to love being Seagoing Cowboys. Just imagine see all of the beautiful sites and attractions in all the different countries in Europe and China."" I said convincingly. Jacob just rolled his eyes. Harley sat quietly. ""You'll see the Colleseum in Rome, the old Victorian Castle in Englnd, even the Parthenon in Greece."" I said excitidly. That sparked their worn down brains. Harley sat up and Jacob leaned in to hear more. ""The animals are so nice, too. You get tplay al of these fun games in the stalls when the animals are gone."" Jacob spoke up. ""But what happens if we get injured because of the war going on there? Won't the ship sink?"" He looked concerned. I thought for a minute. ""Don't worry,"" I said, "" You'll be fine. Nothing bad is going to happen."" Jacob and harley sat for a few minutes.

""We'll do it,"" They both said at the same time. Iwas so happy for them. ""Great,"" I said happily. ""Now, lets go down to the Court house to get you two boys signed up.""",2,"""A Cowboy Who Rode the Waves""",Text dependent
7A5F17C4B524,"A reason that people should participate in the seagoing cowboy program is because it is fun. I know this because the text says "" Luke also found time to have fun on board, especially on return trips after the animals had been unloaded."" Also, because the text says "" The cowboys played baseball and volleyball games in the empty holds where animals had been housed.""

Another reason to join in the seagoing cowboys program is because you get to help and take care of animals. I know this because the text says "" UNRRA hired ""seagoing cowboys"" to take care of the horses, young cows, and mules that were shipped overseas.""

People should also join the seagoing cowboys program because they get to travel to places like europe and china. I know this because the text says "" Besides helping people, i had the side benefit of seeing europe and china."" Also, because the text says "" Luke also toured an excavated castle in crete and marveled at panama canal on his way to china.""

Another reason people should join the program is because there is so much adventure and you get to do so many things. I know this because the text says "" I'm grateful for all of the opportunity."" Also, because the text says "" So was taking a gondola ride in venice, italy, a city with streets of water.""

In conclusion, people should join the seagoing cowboy program because it is fun, you get to help animals, you get to see differant places and travel, and you get to participate in fun adventures like going to china. ",2,"""A Cowboy Who Rode the Waves""",Text dependent
8BA2C3328061,"People need to join the Seagoing Cowboys program. You will have lots of fun, see many of different places, and become aware of countries in need. Helping take care of the animals will be one of your jobs.

Taking care of the animals is pretty simple. They need to be fed (bales of hay and bags of oats are hauled up from the lower holds), watered (two or three times a day), and the animal's stalls have to be cleaned. Another job is being a night watchman. It can be very dangerous.

Another reason to join the Seagoing Cowboys is that you can have lots of fun. On the return trip, when all the animals are gone and the stalls are empty, cowboys play baseball, volleyball, fencing, boxing, and many other games. Table-tennis tournaments are also held.

Being a Seagoing Cowboy is quite an adventure. Having a chance to help people in need, playing games, and taking care of animals. This is a once-in-a-lifetime offer to participate in the Seagoing Cowboys program. Please join us today!  ",2,"""A Cowboy Who Rode the Waves""",Text dependent
A6693E6AB1C7,"Luke never expected all of his friends to be in the same carrer that Luke was in. It was a dream come true, luke had always wanted a job that paided good and was awsome to do.

""COME ON!"" Shouted Luke. "" We are gona be LATE!"" Luke had just graduated from high school. He didnt want to go to collage because he didnt have any big carrer plans. Luke was later intuduced to a perfect carrer. His friend wanted to take him to Europe on a ""cattle boat"" to help people. Luke later discoverd that THIS was the perfect carrer.

17 years old and nothing to do with your life is the worst thing ever. luke had nothing to do with his life untill he went to Europe. Luke discoverd that if you put your mind to anything you can acomplish anything. But Luke had nothing set as a goal for life.

After Luke had gone to Europe 9 times he relized this is his life now. This is what I am ment for. he dicided to go start collage and make his whole life happen. Luke made some new friends along the way to.

This is definetly somthing Luke will remember for the rest of his life. One day he will tell his kids... Yes I went to Europe.            ",2,"""A Cowboy Who Rode the Waves""",Text dependent
7272BB2FCF09,"Helping. I'm Luke,a Seagoing Cowboy. I hope to convince you to join helping people along the seas. Remember, this is an opportunity of a lifetime.

First off, let me tell some of the benefits. You get to meet new people,and if you don't like that, you can go sightseeing while your going to your destination. One of the best things are the fun. You can fence, play ping-pong, box, read, write, and even play baseball or volleyball! Somehow, this can all be done on a ship. This really helped pass time.

Next, let me tell you about work. This is not that bad concidering all the fun you can have. What you can do is check on the animals, clean the stalls, and feed/water them.

Most of all, the world can be opened up to you. It makes you more aware of people's needs. This can lead to a whole world of opportunity.

Helping people and animals can make people feel complete. This job was probably one of the best I've had. The experience taught me a valuable lesson. It makes me a better person and you could too!",3,"""A Cowboy Who Rode the Waves""",Text dependent
1B00384D13C7,"Hi my name is Luke and you look like a man that would want to join the Seagoing Cowboys group.

Why to join, you ask? We travel around the world and here we have a place everyone no matter how big or small you are.

We travel from Europe to China to alll sorts of places.

When we get the time we play baseball and volleyball games.

This will be the adventure of a lifetime.

We help the countries that need our help.

Most countries that needed our help were mosly in Europe atfer Wolrd War II.

We also helped after the Pacific war ended in the United States.

With you by our side we can accomplish more and more, little by little.

We individually can work day shifts and night shifts.

We nurse and take care of animals.

This is your once in a lifetime oppurtonity to join the Seagoing Cowboys.

So we firmly ask you to join the Seagoing Cowboys.

We hope to see you come.      ",2,"""A Cowboy Who Rode the Waves""",Text dependent
CBF22594F6C2,"I think that you should join the Seagoing Cowboys because in the text Luke said that it was an opportunity of a lifetime. Many countries were left to ruins, but then 44 nations joined together which formed the Seagoing Cowboys. Now wouldn't you like to help with this journey by becoming a Seagoing Cowboy. I'll support my reasons in a minute so keep on reading.

When Luke became a Seagoing Cowboy he knew he was going to risk a lot but he had determination that you should have too. When you join the program you are not only becoming a voice, but you are being let in do a good soceity. It may be frightening at times but i bet it'll be worth it. If your not sure of ot try it until you are. The cattle-boat trips are just unbelievably amazing ,especially when you see new countries while still being at work! It's like your on vacation everyday.

There are some dangers at sea but nothing someone with a good attitude can't conquer. While on board, after all the animals are unloaded you can play games and do activities like table table tennis, tournements, fencing, boxing, reading, and whittling. Becoming a Segoing cowboy will open up your eyes and let you realize there is more to life than technology. I know,I know you'll miss your phone but this will be so much more rewarding! So do it become a Seagoing Cowboy!

As you can tell it would be great to become a Seagoing Cowboy I hope my reasoning was enough courage to get up right now and fiind a way to sign up. I promise it'll be great!                               ",2,"""A Cowboy Who Rode the Waves""",Text dependent
0A4919C70253,"Its is helping the people and the animals from cities in world war 2 . The UNRRA (united nations relief and rehabilitation administration).hired ""Seagiong cowboys"". they would go to places all around the world to take care of animals shipped over seas.

In august 1945 they, luke and don, recieved orders to go to New Oleans. they arrived on august 14th. The day the pacific war ended. They got thier papers and borded the SS Charles W.Wooster, headed for greece with a cargo of 335horses plus all of thier food.

They could also see alot of places like Eruope and China. They also saw the acropolis in Greece but caring for the animals kept luke busy for a while. They had to be feed and water 2 to 3 times a day. The stalls had to be cleaned to so they needed help.

The program was a great way to help the people and the animals. We probably wouldnt have as many animals if the seagiong cowboys didnt help. Thats why they need you to join. Its very benificial and you can see places you have never seen before its also a great way to make friends since youre stuck on a ship for days you can get to now them just like luke and don.

In paragraph 5,6,7,8 you can see why luke joined. He tryed something new and liked it . He had a fun time seeing all the places and helping the animals .

Helping on the fram, did probably helped too.

God new what was going to happen in luke life and God was there every step of the wayeven though luke could of died that day he slipped and fell god saved him and he only had some cracked ribs. ",3,"""A Cowboy Who Rode the Waves""",Text dependent
