essay_id_comp,full_text,holistic_essay_score,prompt_name,task
2F286C2A60B6,"Dear TEACHER_NAME:

I believe it would be a great idea to require all students to perform community service, doing this would cause our community and the world to be a better place.

For example, if just a mere 25 students would help pick up trash around SCHOOL_NAME everyday, our community would be so much cleaner.

And, if our community is that much cleaner, the more likely less birds would tragically die due to mistakenly eaten trash, and less sea life would die from being suffocated from plastic bags and six pack can holders.

If older or more educated students were willing to tutor, or mentor younger or less educated students, then our school and community might all just be a bit smarter.

In this case, it would help out the teachers as well as the parents. Not everyone can necessarily afford a Math, English, History, or Science tutor.

So, if a more educated student is willing to help out that could keep from kids failing tests, not turning in homework, and maybe even passing a class.

If more SCHOOL_NAME students helped feed homeless families, build houses in Mexico, or maybe even just read a book to a younger child who can't read, this community would be better!

Some people need food, some need a place to live, and some might just want a story read to them.

But all of this is counted as community service.

ALL of it helps our community, and makes it a better place.

In conclusion, if you require all students that attend SCHOOL_NAME to perform a certain number of community service hours, our community WILL be a better place. I can promise that.

Community service is a very important thing, it helps the community and can even change the world. Simply one person can make a HUGE difference on this planet.

Imagine how big of a difference 1,300 students can make.

Sincerely,

STUDENT_NAME",3,Community service,Independent
A1274B901F55,"Dear, Principal

I think students should have to do community service because if they want the points to go to the next grade or school they need to do community service. For me community service is a good way to show kids how to work. I think the required time for community service is twenty-four hours. I think that community service can be done anywhere even in fast food restaurants such as Burger King, McDonald's, Wendy's, or KFC, and all the other fat food restaurants, but the point is not about fast food restaurants, the point is that i think that community service could be done anywhere if they let you. If you want kids to have to do community service then they should do it and if they don't want to then that's their problem because they have to earn the hours and the points, and if you don't want to make us take community service then we have to make up for it in high school. I have not yet done my community service because i haven't had time to do it but i am planning to do it in these next few months, but my problem is that i don't know what i should do to gain the points. I was thinking i should do my community service, and get the required points at .... well like i said i don't really know where i am going to do it, but ill think about it really hard, but my goal is when i do find out what i am going to do i am going to get the points and hours in a week and a half or less.

From, STUDENT_NAME",2,Community service,Independent
F684C09CCC0D,"Dear principal,

We all should take part in community service to make this world more cleaner. I believe that our school would make a difference and help our nation have a better hope for tomorrow. It will be a good idea if all students could help to keep the environment neat. Some of the thinks i plan to do are: pick up trash, do positive things in the neighborhood's, inspire younger children to do go things, and help with education.

with picking up trash around the community, it would look more appropriate and would be great to keep Earth greener. maybe , if people see us caring about Earth, they would want to help out also. if we all make sure crime or gangs be eliminated in neighborhood's, there will be less things happening. Younger children look up to us, with that being said, if we show our love and support they will want to also,the community needs us and i'm willing to      ",2,Community service,Independent
9A796F96BC28,"Dear Mr. Principal,

It's very important to do community service because the students need to learn how clean up the city. If i was them i would do community service because it fun because you are helping out your environment. There some students that agree with me that they say they help by tutoring elementary school children and they clean up litter. But there some students that disagree with us because community service takes too much time away from what they need. And that people love to throw there trash on the floor that not very nice to the community because you are making the city more worst.

We the student of the school would love to have to have community service everyday to help out the community. but you know how are city is very disgusting that why we need the student have to have community service but you have to ask the students parents if they can do community service everyday until the city is so clean.

i would like my city very clean with the help of my classmates. i know that my classmates",2,Community service,Independent
9894C4AC0CBD,"2-28-11

Dear principle, TEACHER_NAME

I believe helping our community is a big responsibility. We are giving a big part to help out. We should all be required to help out. Just like we have time to lay back watch tv we should have time to help others. Plus watching tv is not even helping us were just ruining our eye vision. We can pick up litter its simple as 1,2,3. Yeah okay were teens maybe some of us are embarrassed to do that. But there's other things we can do. We can sign up for programs, tutor, help out in a library, volunteer. Were not only helping others we helping ourselves too by getting recognized and on the other hand were not sitting in the couch all day long were even sometimes getting some physical done. Community service might take some time of your schedule but it isn't required to do 24/7, you can actually choose the day you would like to perform. This is a great opportunity to get to make friends too. Community service is a great benefit look at the positive side not just the negative. And if there is a negative I bet you, you can find a solution. Its time to take action.

Sincerely,

STUDENT_NAME",3,Community service,Independent
4305C62498F0,"Dear, principle

Some students are taking community service and some are not.

I think we should all help in cleaning our environment.

Without this beautiful environment we would not be speaking today.

We would not enjoy having games and friends to play with.

We should all have at least 30 min each day going around recycling, or throwing away trash.

There are people who would not like this idea, but it is best we do this for our community.

If we keep this up not picking up or doing anything to help the earth.

This whole earth will be in trash and more people will die from an increased chance to get a dieses.

If we were just to throw our plastics on the ground, birds or rabbits will eat it then they will choke and die while we watch and do nothing about it.

There has been more than 1 million birds die and I don't want to sit here watching.

Many people will volunteer, others will be forced to but if were going to change the earth we better do it know.

People want to learn and work in a clean environment.

They don't want food that has a piece of plastic or mud on it.

We need clean place to study, live, and enjoy life.

There have been more than 250 bottles under the bleachers at the football field.

If we could pick that up and recycle we saved at the earth that much more.

I suggest we have a group that does community service.

We will have shifts like group 1, group 2, group 3, etc.

We will change the earth as much as we can.

Thank you for listening.

Thank You,

STUDENT_NAME",2,Community service,Independent
2A43B5C34CD0,"The schools activities are decided on if the students are doing the right behaviors or goals. The students actions can reflect on if they need community services. On the other hand if the students volunteer to do community service than they should let the staff decide if they deserve it or not if not, than the students or staff should just find something else to do. The staff decides to agree to the students requests, but they should organize in advance if not than the activity will be a bad experience.

The students would probably not like to do something like that again. Also the staff would be less ecstatic about trips these are some down sides. If the trip or service is a success than the company might want the school to come back in the future. The students would be glad that they get to get out of school for a while. The staff would be glad for the kids not getting on their nerves all day.

All activities be would fun for a group of students would enjoy the experience of a trip. The staff I don't know about, but they might as well. When the activities are complete the students will know something new, and the staff probably knew the subject already. I think students should be able to go on the activities to learn or do something knew.

When some students go on trips they might not pay attention, but there glad that they got to get out of classes they don't enjoy.",2,Community service,Independent
551135544B29,"Dear, Principal,

I believe it should be required to perform community service. Performing community service brings many new advantages and perspectives to students. Students are also allowed to volunteer for a service program which they will enjoy. The experience provided through the volunteer work gives students new ideas and new insights on future jobs or even majors in college through experiences which will help students define their comfort zones in different working environments. I also assume that everyone should take their time to help the community.

Students have the advantage of choosing the service they may volunteer for. Most students volunteer in an environment they find safe and comfortable. An athletic student may volunteer to help coach children who play sports. Whilst a student who enjoys literature may volunteer at a library. Another student who enjoys working with children may volunteer at a daycare. There are wide ranges of programs available to suit each and every student's preference. Some students who do not enjoy their work may grow interested while working and decide to expand their knowledge for future reference.

The main idea behind community service is not to keep students busy but to introduce then to new working environments which may influence their decisions on job options or college majors and degrees. An intellectual student who is also known to be shy may find pleasure in working around people in nursing homes or other crowded environments. Community service allows students to expand their views on jobs of the community. I believe it should be required for all students to perform community service.

Sincerely,

STUDENT_NAME",3,Community service,Independent
140781159BAD,"I think it is a good idea for all of the 8th graders to take a community service for once in a while. it can help us to do better in life, no just for us but for other people. we can pick out of all different kinds of community services. we can try littering its a helpful decision not just for use but for others. It can prevent others from getting all kinds of sickness, and all so it can be a better place for every human on earth.

We can prove to other people that community service doesn't take a lot of time. They can try something short of time but they can still help out some way. There is a lot of other kinds of community services that don't take a lot of time but still they can be fun. One of them can be planting trees, flowers, anything you would like to plant and it can take about 10 to 20 minutes and you still can have lots fun doing it. Once you start you'll be liking it and be wanting to join other activities. Its fun you can just find something you like and you'll enjoy doing it.

You can try asking them to see what they like to do or what they do best , once you know what they like to do you can find different community services they can enjoy and at the same time having fun doing it. If people think they don't have time or that it takes a lot of there time, you can try showing them short but fun activities that they can enjoy. Instead of them being stuck at home watching TV the can try and go do some other activities that they know they will like and enjoy doing them.

If there good doing sports, they can teach young ones how to play. these can be some of the community services that they can try out and see if they like them cooking , planting, like animals, help old people ,like to cure animals that have been hurt, helping old people getting there groceries, there is a variety of stuff they can try and then see if they like it. if they like any one these or different one they can try doing it once in a while and they can get use to doing it and they can have fun doing them. And it can help us do a better life for little ones when they get big they wont have the variety of sickness that we have. It can be a better world for us and for all. we can try cleaning up litter it can prevent all this damage we are doing to are world and buy helping with no littering it can be the best for us and for all.

we can try spreading the word with others not just about not littering but about communty services they can have fun doing it and they can enjoy it.",4,Community service,Independent
8D0E04684275,"Dear Principal,

My name is STUDENT_NAME. Some of my friends do community service like tutoring younger children or cleaning up litter in parks. Others do not want to do community service because they feel it takes up too much of their free time to do other things. I on the other hand disagree with them. I'm sure you disagree also. I feel we should have students be required to perform community service as a requirement to graduate from high school. I think this because for one thing it would help out our community a lot and we would feel good about ourselves when we know we did a good thing.

I understand why some kids would not want to do community service because they may want to have fun doing other things with their friends or have a busy life. But that is no reason to not help out the community for one day! Lets say a group of kids wants to go to the park and play. When they get there the ground is covered in litter, so they leave and have nothing else to do. That is why we need to have students be required to do community service, so we will have clean parks to play in.

If every student in high school just volunteered for one weekend of community service the whole town and the citizens living in it would have a much better life. The citizens would have cleaner fairgrounds, nicer roads and sidewalks, and their sons and daughters would be more educated, if the students tutored them! The students would only have to do that much for the requirement, but they could do more if they would like.

In conclusion I think you should have community service be a requirement for all high school students for them to be able to graduate! I think this because it would make our community a safer, happier, and cleaner place to live in! I hope you take that into consideration.

Sincerely,

STUDENT_NAME",4,Community service,Independent
53A6EF0C462B,"Dear principal,

I believe that all students should be required to do community service considering that it helps your community and your chances of getting into college. Community service could be as simple and fast as helping clean trash and it helps you because when you try to get into college they like to see community service on your application. When you do community service you help your environment and the people around you because you are taking the first step to helping your city.

I also think community service should be required because most students are lazy and like to sit around all day. But if community service was required it would also get kids moving and exercising and that would also be helping the overweight problem. The least us kids could do is give back to the community and that's why i believe community service should be required.

Sincerely,

STUDENT_NAME",2,Community service,Independent
DF564C30E155,"Dear TEACHER_NAME,

I believe that community service is a great requirement to obtain with the students. There are a majority of students that believe that this is a reasonable decision, however, there are some students that think that it is an irrational decision.

From my perspective, I would do the work because despite the fact that I play a lot of basketball and volleyball leagues at once, even I can fit in some community service. I don't believe that it is a matter of being able to fit it into your schedule, but a matter of being motivated to participate in these events. In the past I have taken part in some community service activities, when I reflect on those memories I have come to realize why some young adults as well as children do not like them. This is because there are two different types of community service events. One's that you can take part in and enjoy and ones that are boring that you have to put up with anyway. These can be fit into categories for different people interests.

Another variable is the benefit of participating in these events. Sometimes if there is no positive end result applying to themselves or benefit of participating in these events than children will prevent any way to help. If we can some how create realization and open peoples eyes to the opportunities that are right in front of them than that will reduce the population of children preventing the work. The benefit can be a prise or maybe just make them conceive and hopefully treasure how they've contributed to helping a cause or what ever the situation may be.

If you can identify the type of kid that you are dealing with than I believe that community service will be much easier to with hold within ours and many other school districts. If we can start by sacrificing time to help out than we can influence other districts and hopefully it will spread like a wild fire and create a community of children helping. With many children taking part, this may become a volunteer choice for many children or just make it an easier experience for them to acknowledge.

Sincerely,

STUDENT_NAME.",4,Community service,Independent
