essay_id_comp,prompt_name,full_text,rater1_domain1,rater2_domain1,domain1_score,holistic_essay_score
11830,5,The mood created by the author is showing how cuban's lived and about Their cultra and how they lived and some people from other cultra's could be diffrent and don't @CAPS1 cared about their cultra's and some people do care about their cultra like narciso parents. that is what the author is trying to say. and that some people should respect their cultra and not @CAPS2 To be a different cultra.,1,0,1,0.25
11837,5,"The mood that the author creates in this story is a @CAPS1 sad mood But it is also @CAPS2, @CAPS3 the guy in it is getting a new Home and a new Life @CAPS3 His parents @CAPS5 @CAPS6.",1,1,1,0.25
11839,5,"The mood of the memoir is very upbeat, happy mood of how @PERSON1. Grew up in Newark, New Jersey in a very Cuban family and tells the story of how Narciso went through his childhood. This memoir really emphasizes the connection and love that Narciso had with his parents and his home. It kind of makes you think that there is more to a house than just walls and a ceiling and that maybe it's part of a family.",1,1,1,0.25
11842,5," The mood created by the author in this memoir was very loving and caring for their friends, family and everyone around them, for example it says how his mom would always keep the door open for whoever was going through a rough time or untill they were back on their feet because she knew they would do the same for her and her family. Also the mood is very thankful since Narciso admires everything that he's done in life and who he's helped out and he's thankful for all the friends he has and the care they have for him and his family and he thanks every oppertunity he gets in life. The mood also shows how that somthing small can turn out to be big on the inside because Narciso has done so much just from the small place he lives in.",2,2,2,0.5
11860,5,"In Narciso's memoir, I feel joy. I feel joy because Narciso's parents were able to survive. They came to @LOCATION1, ""without any knowledge of the language or culture."" @CAPS1 immigrant families do not get on there feet right away and they did, within a year they went from a @NUM1 room apartment to a @NUM2 room appartment.Joy came to my mind also because they had welcoming arms to there family. People today are losing there jobs & homes and they have nobody to go to, but the Rodriguez family had a place to go. ""Countless extaded family members came & went- and there was often someone staying with us temporarily until they were able to get back on their feet. My parents always kept their arms & their door open to the many people we considered family, knowing that they would do the same for us.""",3,2,3,0.75
11864,5,"The author's interpretation of their childhood home set a mood of love and compassion. He writes about his parents in a way that informs the reader that they were extremely good people. He describes them, as well as others in their community, as honest, hardworking, selfless people. He writes the story with much appreciation of his parents, family, and life, which is very admirable. He describes that he lived in a house with only three rooms, and yet his parents made a home out of it and welcomed others to stay, too. The mood that this author set was that of love and compassion, and he did a very good job of explaining what his childhood home meant to him.",2,2,2,0.5
11865,5,"In this memoir, there are moods created by the author in the memoir. One mood in the memoir was peaceful. In this excerpt it stated, ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great soliderity and friendship."" This meant that everyone got along with no fighting unlike segregation dowin  the @CAPS1 at the time. Another mood is humble. A quote from the text says, ""I will always be greatful to my parent for their love and sacrifice."" This shows that no matter what @CAPS3 will @CAPS2 his parents. Lastly, the author created the mood modesty. To prove this @CAPS3 stated, ""They showed me with their lives, and these teachings have been the basis of my life."" @CAPS3 means that his parents (they) had Showed him everything @CAPS3 knows today. Therefore, this memoir has moods that are created by the author.",3,3,3,0.75
11868,5,"The mood in this story was security and happiness. Security was prevailed when all different people with different culture and heritage could live together without fights or arguments at a time when there was a lot of racial tension in @LOCATION1. Happiness was showed in many different ways. One way was when he was describing the warmth, music and cooking in his house. Also, when he was talking about how thankful he was for what his parents sacrificed for him. Overall, @PERSON1 was happy about how his whole childhood when and it seemed like he loved every last minute of it.",2,3,3,0.75
11869,5,"The mood created by the author in the memoir is happy. He seems happy because, he talks about his parents, his family, and his home which make him happy. In paragraph @NUM1, the author talks about how being blood-related doesn't have to do with family. In paragraph  two, the author talks about the simple house that his parents made a home. When you read paragraph  two, and how he describes the home, the author makes you feel happy. In paragraph @NUM2, the author says how he will always be grateful for his parents and the life that they gave him. That is the mood and some examples created by the author in the memoir.",3,3,3,0.75
11880,5,The mood created by the author was happiness. Because every one came together as a family and they look out for each other when they were in need. They also helped each other out and were kind and friendly.,1,1,1,0.25
