essay_id_comp,full_text,holistic_essay_score,prompt_name,task
9C22F6D8C827,"Unmasking the Face on Mars

""Come over here quick!"" As I told my NASA crew members, I told them that I had found something. Hi i'm a scientist at NASA diccusing the face that another scientist thinks it was created by aliens. As i told them they all came and was wondering what I needed them for and if I found clues. ""I think I found parts of the face that is not an aliens."" states one of the scientist at NASA. We didn't find anything unusual, except that there may be more than one of the faces.

Many of the scientist are starting to wonder if this face was created by aliens. Scientists have tooked camera over and there is no alien monument after all, But how do you get the others to believe thats theres not. Not everyone was satisfied. The face on mars is located 41 degress north latitude. The camera they had been using had to peer through wispy clouds to see the face. They said the aliens marks may have been hidden by haze but some didn't even think that their were aliens marking and said that it is just a natural landform, but then again how could they prove it.

April 5, 1998, Mars Global Surveyor flew over Cydonia for the first time ever. Michael Malin and his Mars Orbiter camera team snapped a picture ten times sharper than the orginal photos. Many anxious web surfers were waiting for the first image to appear on their screens. All they got was a natural landform no sign of alien transformation.

Lastly, NASA had many images for web surfer to see. The caption that they had noted underneath was huge rock formation. Which is resembles a human head. It is formed by shadows giving the illusion of the eyes, nose and mouth. The authors reasoned that it would be a good way t engage and attract the public attentions to Mars.

What the picture was actually showing was the martian equivalent if a mesa or a landform. Which was common around the AMerican West. It reminds many people of the Middle Butte in the Snake River Plain of Idoho. Thats a lava dome that takes the form of a isolated mesa about the same size as the face on Mars.                                                   ",2,The Face on Mars,Text dependent
BA9B801E3540,"The face you see in the photos is merely an illusion to you. The face is a huge rock formation which resembles a head formed by shadows giving the illusion of eyes, mouth, nose, etc. There has been three photos taken of this rock formation since 1976, since the 1976 photo the camera resolution, meaning the focus of the camera, has improved. Since the resolution of these cameras have improved you can see clearly that there is not actually a face on the surface of Mars. It is just merely a large buldge of rocks.

The face you may have once saw is only a shadow of a rock formation. NASA's Viking 1 spacecraft was circling the planet to look for its sister ships possible landing sight when they found the rock formation, then they snapped pictures of the rocks. Remember the camera resolution was not as clear in this time period.

Due to the scientific studies and the fact of the camera resolutions we have found that there is not an alien life force on the surface of Mars. The only thing we've found are rock formations. The most recent picture taken was at least tens times sharper than the ones before, revealing it is just a natural land form.  ",2,The Face on Mars,Text dependent
3AAAB238F2C3,"When the face on Mars was first descovred from a region of the planet called Cydonia first found in 1976, many people thought it might have been created by aliens. However this is not true, the face on this planet is a natural landform. The face is a natural landform because it is equivalent to a Martian mesa, there were no ther objects seen in the picture, and there was no alien movement detected.

The face on Mars is a mesa. A Martian mesa is commen around the area of Cydonia. The mesa is only seen as a face because it has unusual shadows that made it look like an Egyptian Pharaoh. The shadows give the rock formation the ilolusion of eyes, nose, and mouth. What the picture actually shows is the Martian equivalent of a buttle or mesa which are landforms common around the American West.

There were no other objects seen in any of the pictures that had been taken. Michael Malin's team captured an extraordinary picture using the camers's maximum resolution. ""As a rule of thumb you can discern things in a digital image 3 times bigger than the pixel size"" Garvin explaned. So if there were any objects in this picture such as airplanes, Egyptian-style pyramids, or even a small shack it would have been seen in the pictures.

There was no alien movement detected on Mars. If it was aliens that created this face the camers's would have picked up the movement and captured pictures. On April 5, 1998 a Mars Global Surveyor flew over Cydonia for the first time. Michael Malin and his Mars Orbiter Camera team snapped a picture ten times sharper than the original Viking photos. The image revealed a natural landform proving there was no alien movement.

The Face on Mars is a natural landform that looks like a face becasue of the shadows it was formed by. The Face is a natural landform that was not created by aliens because it is equivelant to a Martiam mesa, there were no other objects seen in the picture, and there was no alien movement detected.",4,The Face on Mars,Text dependent
99B930E4932D,"Imagine if we found a face on the red plant Mars. Well we did and I will tell you what happend in NASA durring this. The face is a land form like the one in Idaho.

The shadows are giveing the illusions of a face. And the Mars Orbiter Camera found out that it is a land form.

This ""Face"" is just a land form wy can you guys not see that. It looks and has the same formations as the rock formation in Idaho. They both are the same hight and they both look alike. Don't forget that it looks alot like butte or mesa.

This ""Face"" was confurmed A few days later after NASA unveiled the image for all to see. ""The caption noted a huge rock formation... which resembles a human head... formed by shadows giving the illusion of eyes, nose, and mouth.""

Lets not forget that the ""Mars Orbiter Camera team snapped a picture ten times sharper than the original Viking photos."" ""Revealing... a natural landform."" There is no alien monument after all.

There is no alien artifact because it has the same apperenses than the butt or mesa in Idaho. And the shodows are giving the illusion of a face. And the Mars Orbiter found that it was a natural landform.",2,The Face on Mars,Text dependent
3B890907ED43,"The face on Mars is just a natural landform. Their's really no existense of aliens, because theres no proof of them. The face is just a landform that was created with Mars. On Earth we have landforms that look like faces and other things that were created with Earth. There's also no proof that there's life on Mars, becuase there really isn't life on Mars.

The existence of aliens is false, humans and animals are the only life forms out there pretty much. If there were proof of aliens then why arn't they on Earth then? Aliens never made that on Mars, that face was created when Mars was. NASA just used the face to get money, because this face was starred in a Hollywood film, it appeared in books, magazines, radio talk shows, and even haunted grocery store check out lines for 25 years. Then after that they really didn't care for the face anymore. Everyone was not really satisfied with the face on Mars.

What the picture actually shows is the Martian equivalent of a butte or messa-- landforms common around the American West. Garvin a scientist even says that it reminds him of the most of the Middle Butte in the Snake River Plain of Idaho. He also says ""That's a lova dome that takes the form of an isolated mesa about the same height as the Face on Mars.""

As you can see the face was never created or made by aliens. The face was created with mars. In the story, it even says that the landform was basically created with Mars. So in fact there is no existence of aliens and there is no life on Mars.

In the ending of the story, it basically says the face is just a landform, it tells the height and everything about it. They even say that they don't pass over the face that much anymore. So it's just a true fact that the face a landform, they even said it was just a natural land form.",3,The Face on Mars,Text dependent
61C3ADEA1DD5,"The Face on Mars The Landform

Do you belive the Face on Mars is made by aliens? The Face on Mars is a landmass on planet Cydonia or Mars. I beleive that the face is just a natural land form.

The face was found around the 1990s by a ship named the Viking 1 in shearch for a possible landing sites for its sister ship the Viking 2. The face is about 2miles from end to end. A few days after scientists figured it was another Martian mesa NASA reveiled the photos to try to atract public atentin to Mars.

People got the wrong idea about the face they thought that the face was a ""bona fide"" evidence of life on Mars. the face was everywhere it appeared in a Hollywood film, in books, magazines, radio talk shows,and even haunted grocery stores. In September 1997 the Chief scientist for NASA's Mars Exploration Program sent a [MGS] Mars Global Surveyor to take a pictuer of the face.

As I said befor I belive the face is just a landform on Mars. the mesa or butte forms on Earth to but Mars' land formations are larger that of Earth's in conclusen i hope this essay helped you see that the face is probaly just a landmark.",2,The Face on Mars,Text dependent
760319CEF2E8,"Do you believe that the face on Mars is made by aliens? I know my opinion doesnt matter, what matters is whats real. I know you are also thinking that this is crazy, because we all know aliens do not exist. There is no proof of aliens.

It has to be a natural landform, because in the 12th paragraph Garvin said it reminded him of Most Butte in the Snake River of Idaho. Our universe can create anything, just because something look like it was made does not mean it is. There could of been rocks there, and the dust just blows around them. Making it look like it was made, by something or someone. The very most obvious thing is aliens do not exist, there has been no proof of alien. Even to this day in 2016 there is still no proof of aliens.

In the 3rd paragraph NASA even mentioned it as a ""huge rock formation"" scientist are very smart if there was other such thing that made it, it would have already been discovered. Also the face on Mars was a good way to get attention, like paragraph number 5 said so. The face of Mars turned into a famous pop icon. It was on Hollywood films, all the way to Haunted grocery store check out lines. If people could get the public to think that it was aliens that made the face, it would have maybe become way more popular. Plus most people do not believe in such thing as aliens, if they do not have real proof.

My very last example is , if NASA found out was aliens they would have already told the public. It would be huge for NASA to discover aleins. There is no way they would hide the proof that aliens are real. It would help their budget, if they did discover an ancient alien civilization on mars. As it says in paragraph 6 scientist started hunting for more information. It became a priority for them. All the pictures they took revealed it as a natural landformation as it says in paragraph 7.

There is no way it is related to Aliens. So if someone says that NASA is just hiding it, it would be false. NASA would surely reveal that there is aliens on another planet. Just imagine how much attention they would get if they actually discovered it. They would probably be one of the richest people. It is positive that a face on mars, made by aliens is not real. It is just a natural landform of rocks, that looks like a face. ",4,The Face on Mars,Text dependent
5667801661DF,"The face as you call it is just a natural land formation. We took pictures that prove us correct but you still think it was created by aliens. All we saw was that it was a mesa and that its shaddows look like a face. So why dont you belive us if you lok colsely at the 1998 picture you can clearly see no alien markings but yet you still belive why. Every body else belives us why cant you all you we see is a big rock so why do you think aliens put it there.

In the article it clearly states that the so called face was not made by aliens but just natural formations. There is no life what so ever on mars. It was not made by aliens but instead by mother nature. It was found in cydonia where a lot of other mesas located there and if that is not proof enough we sent three misions and they all reported it was a mesa nothing more nothing less. Unfortunatly some scientists belived it was an alien artifact so we took more pictures and the showed the exact same thing.

But we sent another mission to take pictures with more pixels and they showed no proof of alien life. But you still dont belive us and I dont understand why you dont belive us. even though we gave you all this proof you dont seem to care. What will it take to convince you that its not a face. If I were you i would have belived NASA as soon as they showed the picture.

But I am not you so

I will try to convince you. But if you reject the idea I will not care.

I will simply leave . So I will. continue when they told the public they even said it was a natural thing but still . the face is not really made by aliens but it is naturaly awsome. so i will leave telling you that you are wrong and that NASA is right. but the face is still cool and if it broke off and fell to earth it would be alien so food for thought.

I think you might be right about one thing the face is so cool. and i think that you are mostly wrong bye",3,The Face on Mars,Text dependent
164A6DA5E4E0,"25 years ago something hysterical happen around Mars.

NASA'S spacecraft called Viking 1 was circumnavigating the planet, snapping photos of possible landning sites for the other spacecraft viking 2.

When Viking 2 was found, it was a shadow likeness of a human face.

It was huge, its length was two miles from end to end. The caption noted it was huge rock formation, but it resembles a human head formed by shadows giving the illusion of eyes, nose, and mouth.

That does not mean it was an alien, it just means that thats the way the natural landform formed.

The ""Face on Mars"" has been everywhere from Hollywood films to grocery store checkout lines for 25 years.

Very few scienists believe that he Face was an alien artifact, phtographing Cydonial became a priority for NASA and Mars Global Surveyor arrived at the Red Planet in Septemebr and the year of 1997, about eighteen long tirinig years after the Viking mission concluded.

It says in the story that the team which is called MOC snapped a picture ten times sharper that the original Vikings photograph.

Thousands of peoples anxiety were coming out when they searched the web waiting when the image first appeared on a JPL web site revealing the answer.

The answer is a Natural landform, there was no alien monument after all.

On April 8, 2001 a war summer day in Cydonia.

Mars Global Surveyor drew close enough for a second look.

""We had to roll the spacecraft 25 degrees to center the Face in the field of view,""

said Garvin.

Malin's crew captured and extraordinary image using the camera's absolute maximum resolution.

Each pixel in he 2001 image spans 1.56 meters, compared to 43 meters per pixel in the best 1976 viking photo.

But as a rule of thumb, you can discern things in a digital image 3 times better and bigger that pixel size.

So if there were objects in this picture like airplanes on the ground or Egyptian-style pyramids or even small shacks, you could see what they where.

The picture actually reveals that there is a martian equivalent of butte or mesa landforms common around the American West.",1,The Face on Mars,Text dependent
E28D7D67A8F7,"When Nasa discovered this ""face"", at first they didn't know what to say. So they just passed it as another ""Martian Mesa"". ""Scientist figured it was just another Martian Mesa, common enough around Cydonia, only this one had unusual shadows that made it look like an Egyptian Pharaoh. Eighteen years later after the Viking space trip, they decided to take more photos of it. The technology improved so it was giving them a clearer image. They got the pictures, and soon put them out for the public to see. ""The authors reasoned it would be a good way to engage the public and attract attention to Mars"". Thousands of people that were waiting for this image soon saw it was just a landform, ""JPL website, revealing...a natural landform, There was no alien monument after all"". Then later they figured out that the picture was acually a butte or mesa. ""What the picture actually shows is the Martian equivalent of a butte or mesa, landforms common around the American West"". Garvin says, ""It reminds me most of Middle Butte in the Snake River Plain of Idaho, thats a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars"".",1,The Face on Mars,Text dependent
6A70033E7F52,"Many people seem to believe that ""The Face on Mars"" is alien activity. However, ""It reminds me most of Middle Butte in the Snake River Plain of Idaho. That's a lava dome that takes the form of an isolated mesa about the same heigh as the Face of Mars."" In that quote Jim Garvin, cheif scientist for NASA's Mars Explaration Program, states that he mainly recongnizes it from the land forms on Earth, rather than seeing it as alien actvity.

When the first picture was taken in 1976, technology was not as great as it is now or even in 2001. Each pixel in the 2001 image spans 1.56 meters, compared oto 43 meters per pixel in the best 1976 Viking photo. Meaning the qualtiy of picture taken in 1976, which convinced most people of alien, did not have great or even decent quality. On April 5, 1998, Mars Global Surveyor flew over Cydonis for the first time, Michael Malin and his Mars Orbiter Camera (MOS) team snapped a picture ten times sharper than the orginal Viking photo.

After taking the picture thousands of anxious we surfers were waiting when the image first appeared on a JPL web site, revealing.... a natural landform. There was no alien monument after all. When this statement was said not everyone was satisfied. The Face on Mars is located at 41 degrees north martian latitude where it was winter in April of '98-- a cloudy time of the year in the Red Planet. The camera in board had MGS had to peer through wispy clouds to see the Face. Perhaps, said skeptics alien markings are hidden in the haze. Which that is a resonable argument, but not being 100% postitive is too risky to throw into the public.

Garvin made an arguement that states, ""As a rule if thumb, you can descern things in a digital image 3 times bigger than the pixel size,"" he added. ""So, if there were objests in this picture like airplans on the ground or Egyptian-style pyramids or even small shack, you could see what they were!""

Using all of the evidence and arguments, and just by seeing the picture, it was just a strange occurence that a natural landform found on Mars was shape as a human face. Also the fact that the picture was taken about fourty years ago changes a lot. The amount and the quality of technology has changed tremendosely.",4,The Face on Mars,Text dependent
