essay_id_comp,prompt_name,full_text,rater1_domain1,rater2_domain1,domain1_score,holistic_essay_score
2980,2,"Do you think that libraries should remove certain materials off the shelves? People have different oppions, of whats good and whats bad. I have read and seen a lot of books in my life time. I hear people telling me, 'oh dont read that book its a bad book.'But I ask myself, @CAPS2 do I know it's a bad book when I haven't even given it a chance?'      @CAPS1 are some books, music, movies, and magazines out @CAPS1 that are offensive. Yet we still want to read, listen, watch, and look at them. If we tried to remove all the offensive books, from the libraries we wouldn't have anything left on the shelves. Katherine Paterson said, 'If I have the right to remove that book from the shelf that work i abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' Katherine Paterson makes a great point out of her quote. Why should we have to remove a book if just some people think its offensive?     Ask yourself the question again, '@CAPS2 do you know it's a bad book when you haven't even given it a chance?' @CAPS3't judge a book by what you hear. Find out what your own oppion is",2,3,2,0
2983,2,"A lot of @CAPS3 today are censored because of the content in books, music, movies, and Magazines. I think that it all can be fixed if you have certain sections, @CAPS1 @CAPS2, and my views on the censorship of @CAPS3. Here's my idea to fix the problem.      I understand that books and other material @MONTH1 offend certain people, but it might not offend others. Thats why I think @CAPS3 should have a room for things that might offend certain people. The sign should say what content it has so the people can stay away from the room. There could be seperate rooms for children. It has nothing but children's books, movies, music, and magazines. Its a great idea because your child would'nt be open to the bad content.      This brings me to my next topic. You must be a certain @CAPS1 to enter the 'bad content' room. I dont think the library staff or their parents want a five-year old boy checking out a book that deals with sex, drugs, and alcohol. The library could get in a lot of trouble. The @CAPS1 @CAPS2 could be @NUM1 years of @CAPS1 to enter the room. That seems fair enough. Your old enough to be able to handle the content.      I dont get offended easily, so I can read just about anything. Like I suggested previously in the article, the bad content should be moved to a room so that people dont mistakenly come across it. I like reading about anything and everything, so I would love to read things and spark my attention. Books like that usually deal with bad things. I'm okay with that, but I understand that others are not.      Seperate rooms, @CAPS1 limits, and my views are all good ideas. Maybe a library will come across my article and do what I have said. I think that will be very affective. I hope to start seeing that in the future",4,3,4,2
2997,2,"I think that all the bad books should be taken out of a library. All the bad books, music, magazines and movies no one really wants to read. If a kid picks up the book and reads it, and there are bad content in the books, magazines, music and movies that would be bad to read. If they are young enough and they don't know if the movies or anything else in the library are bad, then it's the library's fault for letting them get the book movies, music or magazines. If the parent doesn't know that their kid read the book their parents will be wondering where they got bad phrases from. There are people that think that any libraries should have any bad books.     There are many things in books that parents don't want their children to read. There are things like books that talk about sex. There can also be language that the kids should not read. I know for sure, that I don't want my kids to read anything bad when they grow older.         There are also music that parents don't want kids to listen to. There is things like sex songs. There are also things that don't say sex directly, but imply it. I never want my kids to listen to bad songs like that, I want them to be responsible and not listen to terrible songs.     There is also movies that I don't want my kids to watch, because of the content of the movie. There are so many things in this world that contain bad things, which all have something to do with sex. Latly all the movies that came out are very inapropriate.      Their is one more thing that I think is very important, which is magazines. There are many things that can happen in magazines like porn. I hate when kids are tempted or forced to look at porn. I think in general we should get rid of porn, and descusting pictures in magazines.",3,3,3,1
2998,2,"Dear news people,     I am qriting to you because I have my own answer on what people should do with books. I think it is ok for people to write whatever thay want because it's a free contruy to where you can do anything that you tink you can do. What I am trying to say is that people can write books how ever thay want with anything in it such as drugs, sex, abuse, bad language, and so on you get what I'm saying. I think it's ok to write whatever they want and put whatever it was they wrote about on the shelf. It's they person who is picking a book choose to read a book just because they don't like what the book was about they don't have to make a big deal about it and cause a problem. People can just not pick the book up and look for another book.     I don't think it's fear that people should make a big deal out of a book that they don't have to read at all it makes no since to me and I bet a lot of people would agree. If I was someone who was a aganised stuff like sex, and drugs and I saw it in a book I would just set it down and look for a book that I would agree with than causing a problem like others would. It just is not fare and it's a waist of time to me if someone has to complane about something so dumb.     So to rap this thing up I think people who don't like the way books are writen should just put it down and not worry about it and buy a book that they feel better off with reading. There is no point to waist time and cause a problem that's my oppion about this problem hope it is yours to.",3,2,3,1
3003,2,"The world in full of offensive material, and there almost nothing we can do for it. These books that we leave behind influence the future of our society. These materials should not be removed from the shelves of libraries because it is part of a large varity knowledge and the library is not the last place someone will look for such material.      On the logical side of this, the more a person knows the more power one has. That doesn't mean that some items such as centain types of music of movies are inapropate his or her age. Some partents get really  offensive when they see something slightly inapropate but the thing to remember is that, those so called little children will sooner or later see such items; it is just a part of growing up.      In the last paragraph, it suggested that a person should have large mass of imformation to choose from becasue there is not a perfect little soul and everyone has amounts of cruiosity. For example somethings like @ORGANIZATION1 and @CAPS1 are taught in school and could be consided dangerous. In @ORGANIZATION1 we learn the ways of atoms and  make make perdictions of how they will react with other chemicals. When in the lab, students are required to wear safety material because of the dangerous enviroment. The same goes for @CAPS1, one learns about how to live a healthy life and this requires students to learn about the human body such as the reproductive systems. In these @CAPS3 we learn better how the world works around us and with this we learn things that can be dangerous.     With everything that we do there is postive and negative outcomes. What I am suggesting is that, we need to find a healthy balance of what is really needed and the materials that are strickly entertainment, and those items should be removed. If it has some purpose behind it, then it holds a place but if it is some magazine talking about drama it apears very useless.      In this large world there alway was and always will be people or material that are a bad influnce. Yet this is all a matter of perception and everyone has different torances and values. With this on going problem, we shall make this judgment with the best of our ablities, based off of our values",4,4,4,2
3006,2,"A book is more than words or happenings; they're adventures and stories that travel from one person to another. I find it amazing how someone from one country could write a book, then someone from another country could read it. Inspiring stories reach from one person to another in books, music, and movies; I believe things like that help shape us into who we are today.      There are many problems with entertainment today in my oppinion. They include things now that show a lot of violence and intimacy; which @MONTH1 not be fit for some people.  I don't think they should take them off the shelves, but simply rate them so everyone knows what to expect. Movies are rated because some people don't want or need to see what will happen in them. While some of it is not appropriate, other parts of it guide us. It's almost like they are preparing us for the worst, but are hoping for the best. We see what happens to one person in these articles of entertainment, and it helps us to make sure we don't make the same mistake.       I also believe that many stories and movies inspire us to be better people and to reach for our dreams. If we see that one person can do it, we think, why can't I? Where would we be in the world if no one encouraged or pushed someone else to do what they wanted? Entertainment pushes that concept, but adds everything in it to show the reality of it. Whether these things have offense or harsh contents to them, they still prepare and help us to battle through everyday life.",3,3,3,1
3009,2,"Books, music, movies, magazines, etc. should not be removed from certain library shelves because people have enough sense on what they are interested in and what they are not interested in.  There will always be people that find specific thoughts or ideas offensive no matter what the subject is, so censorship does not really make a difference to the individual.  Censorship is not necessary because people know what they are interested in without anyone helping them find what they are looking for.       Censorship is not entirely necessary because people will always find something that they are not exactly looking for or interested in.  People's interests are their own business without the censorship of others in the surrounding community.  I've read a couple books that have cussing in them, but the book is still as good as it would be without the cussing in it.  People like things no matter what, because there will always be flaws with some objects such as books, music, and movies.  Books, music, and movies all have much interest from the common person, and each individual is capable of making their own decisions based on what they are interested in.  The individual does not need edited objects, or music to listen to the music or other objects without being offended.  There is something offensive to people in every work that has been published, and the buyer is fully aware of that fact before they go and buy something.     Censorship is not necessary because individuals are aware of what they are interested without anything telling them what to look for.  People will almost always get offended about what they are watching or listening to no matter what it is, so why is censorship such a big deal?  Censorship is not needed in today's society because each specific individual is capable of making their own decision in what's best for themselves.  Books, music, movies, magazines, etc. should not be taken away from the library shelves because there will always be some offensive objects that some individuals will find offensive no matter what the object is.",3,4,3,1
3013,2,"A book represents a person's beliefs and feelngs about a topic. Therefore censoring books is wrong because it goes against freedom of speech. I do not believe books, or other media should be removed because while it @MONTH1 be offensive, if it is the truth about something then we need to read about it to prevent tragedies from happening again. A person who finds a topic offensive isn't forced to read about it. If we do not accept other people beliefs, we are just as prejudice as the books we are trying to censor.      Many books that are threatened by censorship are books about historical facts, such as the holocaust. I think we have the right to know about important events. For one reason, if we forget about such things, than they are more likely to be repeated. Do we really want the murder of millions of people to be repeated? Just becaused we are ashamed of something dosen't mean we should sweep it under the carpet where it can lay hidden waiting to stike again like a hungry alligator. Instead books about prejudice events should be kept out to show an example of how we shouldn't act.     While some books are censored because of shame, some are censored because a certain group of people @MONTH1 find it offensive. There is a much easier solution that censoring those books. The offended groups should just ignore the book. If it is offensive in the first place then no one should be forced to read it. The book shouldn't be forced in any other way like posters, and television broadcast. It should be kept in a certain section of a library so parties wishing to avoid it can.     The main reason for a book to be censored in the first place is because someone finds in offensive. However, isn't keeping someone from saying something just as offensive? To @CAPS1 A @CAPS2 is a big target for censorship, but it is about treating everyone fairly. If that book like that was censored, it would be like saying some people are better than others. Another big target for censorship in some countries is the @CAPS3. Censoring that book would basically tell the @CAPS4 population that they are wrong.     Censoring something is wrong. Not only could it cause sad events to repeat themselves, offended parties can just simply avoid the book. While some books offend people, censoring a book can be just as offensive to other parties. The simplest thing to do is to leave it up to the reader to decid if they should read it, or not.",4,4,4,2
3017,2,"Writing is a way to express one's thoughts and ideas on a page. In this country, an author can write freely about whatever he desires and he is not subject to penalty for doing so. Sometimes reading these works can be enjoyable, other times it can be rather disturbing. However, just because a work is offensive does not mean that it is not worth reading. Books, manuscripts, and other forms of literature should not be taken off the shelves even if they are disturbing or offensive.      The @CAPS1, a book written by @PERSON2, revealed the horrible practices of the meat packing industry. It was offensive to many, and in addition it caused an uprising among @CAPS2 because of its content. However, there is a reason that book is still talked about today. If there had been laws prohibiting him from writing about the horrific things that were taking place in those factories, it is quite possible and actually very likely that the industry wouldn't have been reformed for a long time. Fortunately, @PERSON2 exposed the horrific processes that took place in the industry and the government stepped in and solved the problem. Someone out there hates this book, and hated it from the day it was published. But that doesn't mean he has the right to remove it from the shelves and prevent all others from reading it.     Too often students are forced to read works of fiction and stories that, although they are beneficial for students, do not inform students about the world in which they find themselves. It is important for a student to read @ORGANIZATION1, and the works @PERSON4 and @LOCATION1. However, students must learn and begin to understand the world in which they currently find themselves, the eras of the past, and the circumstances that they will find themselves in for decades to come. They must learn how to become successful in life. They should read works by @PERSON1, such as @CAPS3, which essentially tells the story of success and what seperates the average from the great. Someone out there hates these works, and he should not have the right to ruin the opportunity that these books and short stories could give someone else.     Reading is the best way to learn. In a world of social networking and 'screens' of all types, the importance of reading has been diminished. Students must develop a love of reading, and if everyone who hates a book takes it off the shelves, then, as Paterson said, 'we have no books left on the shelf for any of us.' No book should ever be taken off the shelves. Never",4,4,4,2
3019,2,"From many thoughts and arguments people disagree with the school libraries. The main reason is because of the books, magazines, ariticles, and internet that contains content very disturbing for children. Such content requires material as violence, drugs, and nudity. In this argument, parents do not like the fact that their kids have resources to uncensored content. Or perhaps the parents do not care about what their children have access to.        Today libraries are not focused on the materials that they have on their shelves. That is how children could get the idea in being a 'bad kid' in school. They think it is cool seeing someone else doing drugs, violence, or nudity. But if the libraries have censored content in the library, then kids would not enjoy it if they would have uncensored content. In the parents thoughts, uncensored content should be kept away from children.      The libraries should be more responsible with the content that they have on their shelves. They either do or do not know that they have offensive content in their library. They need to remove all offensive and uncensored content from their shelves for the children. It is not right for the kids to see any offensive or uncensored material.           Their are parents who have kids in school, who do not care about what they learn or what they do. Parents should be more concerned about what their kids are learning everyday. Then they can at least teach their childern about uncensored content.      Parents and libraries should be more responsible about the offensive content that the children could possibly have access to. Children should not see any of the content because it is not right for a child. The falt goes to the parents and the libraries. They should be aware of the material that the children are looking at",4,4,4,2
